product_name,price,reviews,rating,image_link,product_link
"SAMSUNG Galaxy A16 4G LTE (128GB + 4GB) International Model SM-A165F/DS Factory Unlocked 6.7"" Dual Sim 50MP Dual Cam (Case Bundle) (Gray)",,4K,4.4,https://m.media-amazon.com/images/I/51jEBZHYs3L._AC_UY218_.jpg,https://www.amazon.com/SAMSUNG-International-SM-A165F-DS-Unlocked/dp/B0DT4T8D65/ref=sr_1_11?crid=3O6ORTN1U378Z&dib=eyJ2IjoiMSJ9.5CouDaauJXS3qG3UMV7D_IVzn6HzMNwHccowksiMeRoC3UAUkryRIdkQV1VCTmePtgMf1535TUr7YBGeqI6Jc2nNusbweTIw8ePanw47WNhB7RZ495HmxOY0ELlFUxngE1PgIIwWXSj-DCl5WxHu8h_WAjWRrHRmPa56pCVr4-IWAN5TjNPdHI3FRMJkHQXkh9tNJbOwwiVvmTKC5Qn8xv3VUh6HzWU_5eEjsMQ5-X8.h6_7zpHvbtvKdVuMhu3HdtRF17oX1K5s96FQvfw-sww&dib_tag=se&keywords=mobile+phones&qid=1777089580&sprefix=mobile%2Caps%2C435&sr=8-11
"JQAKP I25 Ultra Smartphone 16+512GB | Android 14 | Snapdragon 8 Gen 3 | 68MP+108MP Dual Camera | 7000mAh Battery | 6.99"" FHD+ Display | Outperform Competitors in Speed & Power (Pink)",,5,4.6,https://m.media-amazon.com/images/I/61htVnSEvyL._AC_UY218_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozODIxMTAzMzI0MTEwNzAxOjE3NzcwODk1ODA6c3BfbXRmOjMwMDc3NzYzMDUxODcwMjo6MDo6&url=%2FJQAKP-I25-Ultra-Smartphone-Competitors%2Fdp%2FB0FDWSTLBX%2Fref%3Dsr_1_12_sspa%3Fcrid%3D3O6ORTN1U378Z%26dib%3DeyJ2IjoiMSJ9.5CouDaauJXS3qG3UMV7D_IVzn6HzMNwHccowksiMeRoC3UAUkryRIdkQV1VCTmePtgMf1535TUr7YBGeqI6Jc2nNusbweTIw8ePanw47WNhB7RZ495HmxOY0ELlFUxngE1PgIIwWXSj-DCl5WxHu8h_WAjWRrHRmPa56pCVr4-IWAN5TjNPdHI3FRMJkHQXkh9tNJbOwwiVvmTKC5Qn8xv3VUh6HzWU_5eEjsMQ5-X8.h6_7zpHvbtvKdVuMhu3HdtRF17oX1K5s96FQvfw-sww%26dib_tag%3Dse%26keywords%3Dmobile%2Bphones%26qid%3D1777089580%26sprefix%3Dmobile%252Caps%252C435%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Motorola Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue,,1.5K,4.3,https://m.media-amazon.com/images/I/61xk4XNRktL._AC_UY218_.jpg,https://www.amazon.com/Moto-Play-Unlocked-Camera-Sapphire/dp/B0CP6DDN1H/ref=sr_1_13?crid=3O6ORTN1U378Z&dib=eyJ2IjoiMSJ9.5CouDaauJXS3qG3UMV7D_IVzn6HzMNwHccowksiMeRoC3UAUkryRIdkQV1VCTmePtgMf1535TUr7YBGeqI6Jc2nNusbweTIw8ePanw47WNhB7RZ495HmxOY0ELlFUxngE1PgIIwWXSj-DCl5WxHu8h_WAjWRrHRmPa56pCVr4-IWAN5TjNPdHI3FRMJkHQXkh9tNJbOwwiVvmTKC5Qn8xv3VUh6HzWU_5eEjsMQ5-X8.h6_7zpHvbtvKdVuMhu3HdtRF17oX1K5s96FQvfw-sww&dib_tag=se&keywords=mobile+phones&qid=1777089580&sprefix=mobile%2Caps%2C435&sr=8-13
"Samsung Galaxy A16 4G Dual SIM (128GB, 2025) 6.7"" 90Hz AMOLED, Splash Resistant, 8Core, 50MP Camera (Factory Unlocked International Model for GSM, Global) A165M/DS (25W Fast Charger Bundle, Grey)",,2.3K,4.3,https://m.media-amazon.com/images/I/51qEkCjW6wL._AC_UY218_.jpg,https://www.amazon.com/SAMSUNG-Resistant-Unlocked-International-DS/dp/B0DNRGQRB4/ref=sr_1_14?crid=3O6ORTN1U378Z&dib=eyJ2IjoiMSJ9.5CouDaauJXS3qG3UMV7D_IVzn6HzMNwHccowksiMeRoC3UAUkryRIdkQV1VCTmePtgMf1535TUr7YBGeqI6Jc2nNusbweTIw8ePanw47WNhB7RZ495HmxOY0ELlFUxngE1PgIIwWXSj-DCl5WxHu8h_WAjWRrHRmPa56pCVr4-IWAN5TjNPdHI3FRMJkHQXkh9tNJbOwwiVvmTKC5Qn8xv3VUh6HzWU_5eEjsMQ5-X8.h6_7zpHvbtvKdVuMhu3HdtRF17oX1K5s96FQvfw-sww&dib_tag=se&keywords=mobile+phones&qid=1777089580&sprefix=mobile%2Caps%2C435&sr=8-14
Motorola Edge | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Midnight Blue,,630,4.3,https://m.media-amazon.com/images/I/81Vo6cSAWbL._AC_UY218_.jpg,https://www.amazon.com/Motorola-Unlocked-256GB-Camera-Midnight/dp/B0D2JB6HP5/ref=sr_1_15?crid=3O6ORTN1U378Z&dib=eyJ2IjoiMSJ9.5CouDaauJXS3qG3UMV7D_IVzn6HzMNwHccowksiMeRoC3UAUkryRIdkQV1VCTmePtgMf1535TUr7YBGeqI6Jc2nNusbweTIw8ePanw47WNhB7RZ495HmxOY0ELlFUxngE1PgIIwWXSj-DCl5WxHu8h_WAjWRrHRmPa56pCVr4-IWAN5TjNPdHI3FRMJkHQXkh9tNJbOwwiVvmTKC5Qn8xv3VUh6HzWU_5eEjsMQ5-X8.h6_7zpHvbtvKdVuMhu3HdtRF17oX1K5s96FQvfw-sww&dib_tag=se&keywords=mobile+phones&qid=1777089580&sprefix=mobile%2Caps%2C435&sr=8-15
"Google Pixel 9a with Gemini - Unlocked Android Smartphone with Incredible Camera and AI Photo Editing, All-Day Battery, and Powerful Security - Obsidian - 128 GB",,1.5K,"Options:
2 sizes",https://m.media-amazon.com/images/I/61jNlUYC3mL._AC_UY218_.jpg,https://www.amazon.com/Google-Pixel-Gemini-Smartphone-Incredible/dp/B0DVHV7X53/ref=sr_1_16?crid=3O6ORTN1U378Z&dib=eyJ2IjoiMSJ9.5CouDaauJXS3qG3UMV7D_IVzn6HzMNwHccowksiMeRoC3UAUkryRIdkQV1VCTmePtgMf1535TUr7YBGeqI6Jc2nNusbweTIw8ePanw47WNhB7RZ495HmxOY0ELlFUxngE1PgIIwWXSj-DCl5WxHu8h_WAjWRrHRmPa56pCVr4-IWAN5TjNPdHI3FRMJkHQXkh9tNJbOwwiVvmTKC5Qn8xv3VUh6HzWU_5eEjsMQ5-X8.h6_7zpHvbtvKdVuMhu3HdtRF17oX1K5s96FQvfw-sww&dib_tag=se&keywords=mobile+phones&qid=1777089580&sprefix=mobile%2Caps%2C435&sr=8-16
"I25 Ultra: 6.99"" FHD+ Android 14 Smartphone | 12GB+512GB | 108MP+68MP Camera | 7000mAh Battery | Built-in Stylus Pen | Blazing Fast Performance (Titanium Gray)",,3,5.0,https://m.media-amazon.com/images/I/71xa4qMcN5L._AC_UY218_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozODIxMTAzMzI0MTEwNzAxOjE3NzcwODk1ODA6c3BfbXRmOjMwMDg1NjAxOTM5MDcwMjo6MDo6&url=%2FUIOUOR-I25-Ultra-Built-Performance%2Fdp%2FB0G2YLXDGC%2Fref%3Dsr_1_17_sspa%3Fcrid%3D3O6ORTN1U378Z%26dib%3DeyJ2IjoiMSJ9.5CouDaauJXS3qG3UMV7D_IVzn6HzMNwHccowksiMeRoC3UAUkryRIdkQV1VCTmePtgMf1535TUr7YBGeqI6Jc2nNusbweTIw8ePanw47WNhB7RZ495HmxOY0ELlFUxngE1PgIIwWXSj-DCl5WxHu8h_WAjWRrHRmPa56pCVr4-IWAN5TjNPdHI3FRMJkHQXkh9tNJbOwwiVvmTKC5Qn8xv3VUh6HzWU_5eEjsMQ5-X8.h6_7zpHvbtvKdVuMhu3HdtRF17oX1K5s96FQvfw-sww%26dib_tag%3Dse%26keywords%3Dmobile%2Bphones%26qid%3D1777089580%26sprefix%3Dmobile%252Caps%252C435%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"SAMSUNG Galaxy A36 5G 2025 | 256GB, Dual SIM | 6.7"" 120Hz AMOLED, IP67 Water Resistant, Android 15 | International Model Factory Unlocked for T-Mobile & Global | 25W Fast Charger Bundle (Black)",,305,4.2,https://m.media-amazon.com/images/I/41CtyAEAmrL._AC_UY218_.jpg,https://www.amazon.com/SAMSUNG-Resistant-International-Unlocked-T-Mobile/dp/B0F49DQKT8/ref=sr_1_18?crid=3O6ORTN1U378Z&dib=eyJ2IjoiMSJ9.5CouDaauJXS3qG3UMV7D_IVzn6HzMNwHccowksiMeRoC3UAUkryRIdkQV1VCTmePtgMf1535TUr7YBGeqI6Jc2nNusbweTIw8ePanw47WNhB7RZ495HmxOY0ELlFUxngE1PgIIwWXSj-DCl5WxHu8h_WAjWRrHRmPa56pCVr4-IWAN5TjNPdHI3FRMJkHQXkh9tNJbOwwiVvmTKC5Qn8xv3VUh6HzWU_5eEjsMQ5-X8.h6_7zpHvbtvKdVuMhu3HdtRF17oX1K5s96FQvfw-sww&dib_tag=se&keywords=mobile+phones&qid=1777089580&sprefix=mobile%2Caps%2C435&sr=8-18
"Samsung Galaxy Z Flip7 FE Cell Phone, 256GB AI Smartphone, Unlocked Android, Long Battery Life, 2025, US 1 Yr Manufacturer Warranty, Black",,134,"Options:
2 sizes",https://m.media-amazon.com/images/I/61BxDsfgT0L._AC_UY218_.jpg,https://www.amazon.com/Samsung-Smartphone-Unlocked-Manufacturer-Warranty/dp/B0F7K3TVTP/ref=sr_1_19?crid=3O6ORTN1U378Z&dib=eyJ2IjoiMSJ9.5CouDaauJXS3qG3UMV7D_IVzn6HzMNwHccowksiMeRoC3UAUkryRIdkQV1VCTmePtgMf1535TUr7YBGeqI6Jc2nNusbweTIw8ePanw47WNhB7RZ495HmxOY0ELlFUxngE1PgIIwWXSj-DCl5WxHu8h_WAjWRrHRmPa56pCVr4-IWAN5TjNPdHI3FRMJkHQXkh9tNJbOwwiVvmTKC5Qn8xv3VUh6HzWU_5eEjsMQ5-X8.h6_7zpHvbtvKdVuMhu3HdtRF17oX1K5s96FQvfw-sww&dib_tag=se&keywords=mobile+phones&qid=1777089580&sprefix=mobile%2Caps%2C435&sr=8-19
"TONGATE for Z Fold 7 Case with Privacy Screen Protector, [Built-in Slide Camera Cover & Stand] [Anti Spy] Military Grade Drop Phone Case for Samsung Galaxy Z Fold 7 with Belt Clip, Red Privacy",,938,4.2,https://m.media-amazon.com/images/I/81QXbFeUmWL._AC_UY218_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozODIxMTAzMzI0MTEwNzAxOjE3NzcwODk1ODA6c3BfYnRmOjMwMTIzMzY4MTAwMDAwMjo6MDo6&url=%2FTONGATE-Privacy-Protector-Military-Samsung%2Fdp%2FB0DZ6PPXLT%2Fref%3Dsr_1_20_sspa%3Fcrid%3D3O6ORTN1U378Z%26dib%3DeyJ2IjoiMSJ9.5CouDaauJXS3qG3UMV7D_IVzn6HzMNwHccowksiMeRoC3UAUkryRIdkQV1VCTmePtgMf1535TUr7YBGeqI6Jc2nNusbweTIw8ePanw47WNhB7RZ495HmxOY0ELlFUxngE1PgIIwWXSj-DCl5WxHu8h_WAjWRrHRmPa56pCVr4-IWAN5TjNPdHI3FRMJkHQXkh9tNJbOwwiVvmTKC5Qn8xv3VUh6HzWU_5eEjsMQ5-X8.h6_7zpHvbtvKdVuMhu3HdtRF17oX1K5s96FQvfw-sww%26dib_tag%3Dse%26keywords%3Dmobile%2Bphones%26qid%3D1777089580%26sprefix%3Dmobile%252Caps%252C435%26sr%3D8-20-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"BERFY for Samsung Galaxy Z Fold 7 Case with 360 Magnetic Stand, Compatible with MagSafe, Screen Protector, Mil-Grade Hinge Protection, Full Body Shockproof Phone Case for Z Fold 7, Privacy Black",,7,5.0,https://m.media-amazon.com/images/I/71vO99WDs5L._AC_UY218_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozODIxMTAzMzI0MTEwNzAxOjE3NzcwODk1ODA6c3BfYnRmOjMwMTIzMDIwMDQ5MDYwMjo6MDo6&url=%2FBERFY-Samsung-Galaxy-Fold-Compatible%2Fdp%2FB0GSGLNYPZ%2Fref%3Dsr_1_21_sspa%3Fcrid%3D3O6ORTN1U378Z%26dib%3DeyJ2IjoiMSJ9.5CouDaauJXS3qG3UMV7D_IVzn6HzMNwHccowksiMeRoC3UAUkryRIdkQV1VCTmePtgMf1535TUr7YBGeqI6Jc2nNusbweTIw8ePanw47WNhB7RZ495HmxOY0ELlFUxngE1PgIIwWXSj-DCl5WxHu8h_WAjWRrHRmPa56pCVr4-IWAN5TjNPdHI3FRMJkHQXkh9tNJbOwwiVvmTKC5Qn8xv3VUh6HzWU_5eEjsMQ5-X8.h6_7zpHvbtvKdVuMhu3HdtRF17oX1K5s96FQvfw-sww%26dib_tag%3Dse%26keywords%3Dmobile%2Bphones%26qid%3D1777089580%26sprefix%3Dmobile%252Caps%252C435%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"iOttie Car Charger Easy One Touch Wireless 2 Qi Charging Dashboard Phone Mount for iPhone, Samsung Galaxy, Huawei, LG, Smartphones",,4K,4.2,https://m.media-amazon.com/images/I/61yjfMT1gyL._AC_UY218_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozODIxMTAzMzI0MTEwNzAxOjE3NzcwODk1ODA6c3BfYnRmOjIwMDA2NjIzMjYwMDU5ODo6MDo6&url=%2FiOttie-Wireless-Charging-Dashboard-Smartphones%2Fdp%2FB07X4YDKTF%2Fref%3Dsr_1_22_sspa%3Fcrid%3D3O6ORTN1U378Z%26dib%3DeyJ2IjoiMSJ9.5CouDaauJXS3qG3UMV7D_IVzn6HzMNwHccowksiMeRoC3UAUkryRIdkQV1VCTmePtgMf1535TUr7YBGeqI6Jc2nNusbweTIw8ePanw47WNhB7RZ495HmxOY0ELlFUxngE1PgIIwWXSj-DCl5WxHu8h_WAjWRrHRmPa56pCVr4-IWAN5TjNPdHI3FRMJkHQXkh9tNJbOwwiVvmTKC5Qn8xv3VUh6HzWU_5eEjsMQ5-X8.h6_7zpHvbtvKdVuMhu3HdtRF17oX1K5s96FQvfw-sww%26dib_tag%3Dse%26keywords%3Dmobile%2Bphones%26qid%3D1777089580%26sprefix%3Dmobile%252Caps%252C435%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Samsung Galaxy A06 4G LTE (64GB + 4GB) Latin Version SM-A065M/DS Factory Unlocked 6.7"" Dual Sim 50MP Dual Cam (Case Bundle) - (Black)",,160,4.7,https://m.media-amazon.com/images/I/51l6C2LeZFL._AC_UY218_.jpg,https://www.amazon.com/SAMSUNG-Version-SM-A065M-DS-Unlocked/dp/B0DNLLMVBX/ref=sr_1_17?crid=3O6ORTN1U378Z&dib=eyJ2IjoiMSJ9.67SgB8G0-KIw99NRLBufjWZ4_f5AzJgv_PKEVtem1LLC-oHx90AZUPK_6YmTnMHNoa6HLJ3gonMYCJ7CIxDXLDc7ZSiyCzHAl6cNx1XJM7hGkyhSeY2RSMw-UYGOk80WaVFBmzM1qVkI0GBom2aLAcP1BsBhH1rdybcTHtY9LTEBRJH4RSKQ863yqdo4zFMY1Odug1mOX7XG676T1t1qZH9iDMjxC43GP7psx9qDaNk.96-cSt4X_qbMTmasZTD3xyCR3jFLy3KOQNEEfWS1lmc&dib_tag=se&keywords=mobile+phones&qid=1777089594&sprefix=mobile%2Caps%2C435&sr=8-17&xpid=Nr2En-E9BvB7j
